"OwnerUserId","PostTypeId","Year","ViewCount","Score","Country","Reputation","Views","UpVotes","DownVotes","Lat","Long"
"59","2",2013,NA,8,"India",3650,1812,274,51,20,77
"435","2",2013,NA,0,"Iran",1994,751,146,3,32,53
"18","2",2013,NA,3,"United States",12112,2419,1330,116,39.83,-98.58
"868","2",2013,NA,4,"India",1408,829,195,15,20,77
"2171","1",2013,262,4,"Iran",319,164,28,19,32,53
"868","1",2013,4483,4,"India",1408,829,195,15,20,77
"868","1",2013,2713,3,"India",1408,829,195,15,20,77
"22","2",2013,NA,4,"Canada",9235,6148,1355,8862,60,-96
"2469","1",2013,923,6,"United States",993,453,122,46,39.83,-98.58
"270","1",2013,7516,9,"United Kingdom",1295,1036,406,72,54,-4
"532","2",2013,NA,0,"India",3890,2202,789,131,20,77
"2199","1",2013,712,2,"Bangladesh",214,93,61,7,24,90
"22","2",2013,NA,3,"Canada",9235,6148,1355,8862,60,-96
"2469","1",2013,632,4,"United States",993,453,122,46,39.83,-98.58
"22","2",2013,NA,2,"Canada",9235,6148,1355,8862,60,-96
"532","1",2013,1390,2,"India",3890,2202,789,131,20,77
"2036","2",2013,NA,3,"Egypt",519,70,3,0,27,30
"2036","2",2013,NA,4,"Egypt",519,70,3,0,27,30
"371","2",2013,NA,3,"Malaysia",2478,1047,279,70,2.5,112.5
"532","1",2013,1763,3,"India",3890,2202,789,131,20,77
"59","1",2013,4271,8,"India",3650,1812,274,51,20,77
"532","2",2013,NA,7,"India",3890,2202,789,131,20,77
"532","1",2013,13348,15,"India",3890,2202,789,131,20,77
"2036","2",2013,NA,8,"Egypt",519,70,3,0,27,30
"2563","2",2013,NA,1,"India",134,16,35,0,20,77
"535","1",2013,650,0,"Pakistan",118,10,4,0,30,70
"868","2",2013,NA,1,"India",1408,829,195,15,20,77
"2469","1",2013,172,-1,"United States",993,453,122,46,39.83,-98.58
"22","2",2013,NA,6,"Canada",9235,6148,1355,8862,60,-96
"2469","1",2013,214,2,"United States",993,453,122,46,39.83,-98.58
"2469","1",2013,683,11,"United States",993,453,122,46,39.83,-98.58
"2469","1",2013,1381,4,"United States",993,453,122,46,39.83,-98.58
"2469","1",2013,273,4,"United States",993,453,122,46,39.83,-98.58
"18","2",2013,NA,6,"United States",12112,2419,1330,116,39.83,-98.58
"22","1",2013,379,3,"Canada",9235,6148,1355,8862,60,-96
"532","1",2013,2746,9,"India",3890,2202,789,131,20,77
"2469","1",2013,128,5,"United States",993,453,122,46,39.83,-98.58
"18","2",2013,NA,4,"United States",12112,2419,1330,116,39.83,-98.58
"270","1",2013,4515,3,"United Kingdom",1295,1036,406,72,54,-4
"270","1",2013,4883,0,"United Kingdom",1295,1036,406,72,54,-4
"868","1",2013,976,3,"India",1408,829,195,15,20,77
"532","2",2013,NA,4,"India",3890,2202,789,131,20,77
"2381","1",2013,14175,4,"India",1038,733,33,16,20,77
"22","2",2013,NA,9,"Canada",9235,6148,1355,8862,60,-96
"22","2",2013,NA,3,"Canada",9235,6148,1355,8862,60,-96
"22","2",2013,NA,7,"Canada",9235,6148,1355,8862,60,-96
"532","1",2013,700,7,"India",3890,2202,789,131,20,77
"868","2",2013,NA,0,"India",1408,829,195,15,20,77
"2609","1",2013,2362,1,"Pakistan",117,13,0,0,30,70
"532","1",2013,1439,5,"India",3890,2202,789,131,20,77
"2532","1",2013,880,4,"India",234,86,4,0,20,77
"2532","2",2013,NA,2,"India",234,86,4,0,20,77
"532","2",2013,NA,2,"India",3890,2202,789,131,20,77
"2532","1",2013,1068,7,"India",234,86,4,0,20,77
"22","2",2013,NA,3,"Canada",9235,6148,1355,8862,60,-96
"22","2",2013,NA,2,"Canada",9235,6148,1355,8862,60,-96
"384","1",2013,307,2,"Bangladesh",114,45,14,0,24,90
"2470","1",2013,378,1,"Algeria",108,4,0,0,28,3
"22","2",2013,NA,2,"Canada",9235,6148,1355,8862,60,-96
"2628","2",2013,NA,-3,"United States",1,26,0,0,39.83,-98.58
"2532","1",2013,2970,3,"India",234,86,4,0,20,77
"15963","2",2013,NA,0,"Indonesia",252,170,96,8,-5,120
"2532","1",2013,2348,3,"India",234,86,4,0,20,77
"868","2",2013,NA,2,"India",1408,829,195,15,20,77
"2634","1",2013,165,2,"India",164,12,8,0,20,77
"2532","1",2013,1222,2,"India",234,86,4,0,20,77
"2645","2",2013,NA,0,"United States",101,2,0,0,39.83,-98.58
"22","2",2013,NA,0,"Canada",9235,6148,1355,8862,60,-96
"22","1",2013,1575,4,"Canada",9235,6148,1355,8862,60,-96
"18","1",2013,1992,5,"United States",12112,2419,1330,116,39.83,-98.58
"22","2",2013,NA,2,"Canada",9235,6148,1355,8862,60,-96
"22","1",2013,368,3,"Canada",9235,6148,1355,8862,60,-96
"270","1",2013,619,0,"United Kingdom",1295,1036,406,72,54,-4
"22","2",2013,NA,4,"Canada",9235,6148,1355,8862,60,-96
"270","1",2013,1367,1,"United Kingdom",1295,1036,406,72,54,-4
"270","2",2013,NA,1,"United Kingdom",1295,1036,406,72,54,-4
"2469","1",2013,1820,3,"United States",993,453,122,46,39.83,-98.58
"2665","1",2013,55032,5,"India",75,113,93,0,20,77
"22","2",2013,NA,2,"Canada",9235,6148,1355,8862,60,-96
"2665","2",2013,NA,4,"India",75,113,93,0,20,77
"868","1",2013,81,2,"India",1408,829,195,15,20,77
"301","1",2013,11636,8,"Australia",889,370,77,11,-25,135
"22","2",2013,NA,12,"Canada",9235,6148,1355,8862,60,-96
"2690","2",2013,NA,2,"United States",121,2,2,0,39.83,-98.58
"868","1",2013,5359,2,"India",1408,829,195,15,20,77
"868","1",2013,73787,10,"India",1408,829,195,15,20,77
"2469","2",2013,NA,0,"United States",993,453,122,46,39.83,-98.58
"22","2",2013,NA,3,"Canada",9235,6148,1355,8862,60,-96
"22","2",2013,NA,1,"Canada",9235,6148,1355,8862,60,-96
"90","2",2013,NA,2,"United States",4960,2089,885,61,39.83,-98.58
"532","2",2013,NA,5,"India",3890,2202,789,131,20,77
"532","1",2013,13252,7,"India",3890,2202,789,131,20,77
"532","2",2013,NA,3,"India",3890,2202,789,131,20,77
"122","1",2013,295636,3,"Bangladesh",400,719,9,0,24,90
"15963","2",2013,NA,3,"Indonesia",252,170,96,8,-5,120
"2729","2",2013,NA,7,"South Africa",401,356,16,3,-30,26
"2729","2",2013,NA,-1,"South Africa",401,356,16,3,-30,26
"18","2",2013,NA,6,"United States",12112,2419,1330,116,39.83,-98.58
"15963","1",2013,1579,1,"Indonesia",252,170,96,8,-5,120
"181","2",2013,NA,1,"Syria",1787,474,90,10,35,38
"532","1",2013,58023,20,"India",3890,2202,789,131,20,77
"45","2",2013,NA,1,"Palestine",3604,1262,271,27,31.95,35.23
"2749","1",2013,34,2,"South Africa",122,4,0,0,-30,26
"2753","2",2013,NA,1,"Saudi Arabia",457,66,13,0,25,45
"2753","2",2013,NA,0,"Saudi Arabia",457,66,13,0,25,45
"15963","2",2013,NA,2,"Indonesia",252,170,96,8,-5,120
"15963","2",2013,NA,0,"Indonesia",252,170,96,8,-5,120
"2532","1",2013,523,2,"India",234,86,4,0,20,77
"2532","1",2013,8859,4,"India",234,86,4,0,20,77
"2532","1",2013,2110,8,"India",234,86,4,0,20,77
"2532","1",2013,242,6,"India",234,86,4,0,20,77
"532","2",2013,NA,10,"India",3890,2202,789,131,20,77
"532","1",2013,19143,4,"India",3890,2202,789,131,20,77
"15963","1",2013,171,1,"Indonesia",252,170,96,8,-5,120
"2381","2",2013,NA,1,"India",1038,733,33,16,20,77
"15963","1",2013,178,0,"Indonesia",252,170,96,8,-5,120
"2753","2",2013,NA,3,"Saudi Arabia",457,66,13,0,25,45
"2753","2",2013,NA,1,"Saudi Arabia",457,66,13,0,25,45
"2753","2",2013,NA,2,"Saudi Arabia",457,66,13,0,25,45
"2753","2",2013,NA,6,"Saudi Arabia",457,66,13,0,25,45
"532","1",2013,863,4,"India",3890,2202,789,131,20,77
"2781","2",2013,NA,6,"Germany",93,14,2,0,51.5,10.5
"365","2",2013,NA,1,"Pakistan",285,52,13,3,30,70
"532","2",2013,NA,4,"India",3890,2202,789,131,20,77
"532","1",2013,6573,6,"India",3890,2202,789,131,20,77
"868","1",2013,9796,9,"India",1408,829,195,15,20,77
"2781","2",2013,NA,3,"Germany",93,14,2,0,51.5,10.5
"22","2",2013,NA,1,"Canada",9235,6148,1355,8862,60,-96
"15963","1",2013,22238,0,"Indonesia",252,170,96,8,-5,120
"532","1",2013,14417,3,"India",3890,2202,789,131,20,77
"2381","1",2013,34679,8,"India",1038,733,33,16,20,77
"435","2",2013,NA,4,"Iran",1994,751,146,3,32,53
"532","2",2013,NA,3,"India",3890,2202,789,131,20,77
"371","2",2013,NA,3,"Malaysia",2478,1047,279,70,2.5,112.5
"371","2",2013,NA,5,"Malaysia",2478,1047,279,70,2.5,112.5
"868","1",2013,110,0,"India",1408,829,195,15,20,77
"22","2",2013,NA,3,"Canada",9235,6148,1355,8862,60,-96
"22","2",2013,NA,0,"Canada",9235,6148,1355,8862,60,-96
"2818","1",2013,1307,4,"Pakistan",23,8,2,0,30,70
"2827","1",2013,5856,5,"Bangladesh",140,12,5,0,24,90
"435","2",2013,NA,-2,"Iran",1994,751,146,3,32,53
"15963","2",2013,NA,4,"Indonesia",252,170,96,8,-5,120
"532","2",2013,NA,13,"India",3890,2202,789,131,20,77
"2469","2",2013,NA,7,"United States",993,453,122,46,39.83,-98.58
"2844","2",2013,NA,4,"United Arab Emirates",224,4,1,0,24,54
"2120","1",2013,288,4,"Bangladesh",133,15,2,0,24,90
"15963","2",2013,NA,0,"Indonesia",252,170,96,8,-5,120
"2827","1",2013,222,1,"Bangladesh",140,12,5,0,24,90
"2864","1",2013,267,2,"Romania",133,23,1,0,46,25
"22","2",2013,NA,0,"Canada",9235,6148,1355,8862,60,-96
"2864","1",2013,197,0,"Romania",133,23,1,0,46,25
"2871","2",2013,NA,3,"United States",771,383,141,1,39.83,-98.58
"2199","1",2013,1713,2,"Bangladesh",214,93,61,7,24,90
"2199","2",2013,NA,1,"Bangladesh",214,93,61,7,24,90
"15963","2",2013,NA,0,"Indonesia",252,170,96,8,-5,120
"22","2",2013,NA,1,"Canada",9235,6148,1355,8862,60,-96
"22","2",2013,NA,4,"Canada",9235,6148,1355,8862,60,-96
"664","2",2013,NA,2,"Indonesia",169,86,6,0,-5,120
"664","2",2013,NA,-1,"Indonesia",169,86,6,0,-5,120
"664","2",2013,NA,3,"Indonesia",169,86,6,0,-5,120
"2880","2",2013,NA,1,"South Korea",639,270,74,62,37,127.5
"435","2",2013,NA,10,"Iran",1994,751,146,3,32,53
"2880","2",2013,NA,1,"South Korea",639,270,74,62,37,127.5
"2773","1",2013,340,2,"United Kingdom",266,154,7,3,54,-4
"2773","1",2013,15796,4,"United Kingdom",266,154,7,3,54,-4
"532","1",2013,15564,7,"India",3890,2202,789,131,20,77
"2749","1",2013,208,1,"South Africa",122,4,0,0,-30,26
"532","1",2013,28990,3,"India",3890,2202,789,131,20,77
"59","1",2013,336,7,"India",3650,1812,274,51,20,77
"22","2",2013,NA,4,"Canada",9235,6148,1355,8862,60,-96
"2753","2",2013,NA,1,"Saudi Arabia",457,66,13,0,25,45
"2937","1",2013,1049,4,"United States",23,3,0,0,39.83,-98.58
"532","1",2013,483,2,"India",3890,2202,789,131,20,77
"435","2",2013,NA,2,"Iran",1994,751,146,3,32,53
"2844","2",2013,NA,3,"United Arab Emirates",224,4,1,0,24,54
"18","2",2013,NA,1,"United States",12112,2419,1330,116,39.83,-98.58
"22","2",2013,NA,4,"Canada",9235,6148,1355,8862,60,-96
"2935","2",2013,NA,3,"Iran",146,34,21,0,32,53
"22","2",2013,NA,4,"Canada",9235,6148,1355,8862,60,-96
"868","1",2013,2013,2,"India",1408,829,195,15,20,77
"532","1",2013,7255,6,"India",3890,2202,789,131,20,77
"868","1",2013,198,2,"India",1408,829,195,15,20,77
"435","2",2013,NA,4,"Iran",1994,751,146,3,32,53
"22","2",2013,NA,2,"Canada",9235,6148,1355,8862,60,-96
"2864","1",2013,1709,3,"Romania",133,23,1,0,46,25
"59","2",2013,NA,7,"India",3650,1812,274,51,20,77
"181","2",2013,NA,3,"Syria",1787,474,90,10,35,38
"2862","2",2013,NA,1,"Austria",64,162,33,6,47.33,13.33
"2976","1",2013,1198,8,"United States",68,20,16,0,39.83,-98.58
"167","2",2013,NA,1,"Malaysia",6099,1454,227,26,2.5,112.5
"435","2",2013,NA,-2,"Iran",1994,751,146,3,32,53
"868","2",2013,NA,-1,"India",1408,829,195,15,20,77
"22","2",2013,NA,1,"Canada",9235,6148,1355,8862,60,-96
"2381","2",2013,NA,2,"India",1038,733,33,16,20,77
"45","1",2013,1675,1,"Palestine",3604,1262,271,27,31.95,35.23
"2469","1",2013,652,2,"United States",993,453,122,46,39.83,-98.58
"59","2",2013,NA,5,"India",3650,1812,274,51,20,77
"2999","2",2013,NA,-1,"United Kingdom",99,8,0,0,54,-4
"3000","1",2013,4083,5,"United States",509,216,63,4,39.83,-98.58
"3000","2",2013,NA,4,"United States",509,216,63,4,39.83,-98.58
"59","2",2013,NA,7,"India",3650,1812,274,51,20,77
"3000","2",2013,NA,1,"United States",509,216,63,4,39.83,-98.58
"3007","1",2013,209,3,"United States",116,74,4,0,39.83,-98.58
"22","2",2013,NA,2,"Canada",9235,6148,1355,8862,60,-96
"3000","2",2013,NA,4,"United States",509,216,63,4,39.83,-98.58
"3000","2",2013,NA,3,"United States",509,216,63,4,39.83,-98.58
"2862","2",2013,NA,-2,"Austria",64,162,33,6,47.33,13.33
"3014","2",2013,NA,-4,"Egypt",93,6,3,0,27,30
"3000","2",2013,NA,2,"United States",509,216,63,4,39.83,-98.58
"181","2",2013,NA,2,"Syria",1787,474,90,10,35,38
"3000","2",2013,NA,1,"United States",509,216,63,4,39.83,-98.58
"3000","1",2013,2251,4,"United States",509,216,63,4,39.83,-98.58
"3000","2",2013,NA,1,"United States",509,216,63,4,39.83,-98.58
"3000","1",2013,627,1,"United States",509,216,63,4,39.83,-98.58
"22","2",2013,NA,2,"Canada",9235,6148,1355,8862,60,-96
"3000","1",2013,2584,2,"United States",509,216,63,4,39.83,-98.58
"3000","1",2013,2212,8,"United States",509,216,63,4,39.83,-98.58
"532","2",2013,NA,8,"India",3890,2202,789,131,20,77
"22","2",2013,NA,2,"Canada",9235,6148,1355,8862,60,-96
"2469","1",2013,193,2,"United States",993,453,122,46,39.83,-98.58
"3043","1",2013,263,2,"Philippines",113,0,1,0,13,122
"3045","2",2013,NA,10,"India",216,3,3,0,20,77
"2773","1",2013,82510,1,"United Kingdom",266,154,7,3,54,-4
"2773","1",2013,190,3,"United Kingdom",266,154,7,3,54,-4
"2773","1",2013,294,4,"United Kingdom",266,154,7,3,54,-4
"22","2",2013,NA,8,"Canada",9235,6148,1355,8862,60,-96
"22","2",2013,NA,2,"Canada",9235,6148,1355,8862,60,-96
"270","1",2013,19088,6,"United Kingdom",1295,1036,406,72,54,-4
"270","1",2013,447,7,"United Kingdom",1295,1036,406,72,54,-4
"3000","1",2013,33125,7,"United States",509,216,63,4,39.83,-98.58
"43","2",2013,NA,0,"United Kingdom",1409,761,699,59,54,-4
"2148","2",2013,NA,6,"Germany",643,45,3,0,51.5,10.5
"3051","2",2013,NA,0,"Pakistan",537,433,4,2,30,70
"3051","2",2013,NA,1,"Pakistan",537,433,4,2,30,70
"3051","2",2013,NA,-3,"Pakistan",537,433,4,2,30,70
"3051","2",2013,NA,2,"Pakistan",537,433,4,2,30,70
"3051","2",2013,NA,0,"Pakistan",537,433,4,2,30,70
"3051","2",2013,NA,0,"Pakistan",537,433,4,2,30,70
"3051","2",2013,NA,-1,"Pakistan",537,433,4,2,30,70
"270","1",2013,4916,1,"United Kingdom",1295,1036,406,72,54,-4
"270","1",2013,6303,4,"United Kingdom",1295,1036,406,72,54,-4
"42","2",2013,NA,3,"Canada",3241,850,128,36,60,-96
"42","2",2013,NA,10,"Canada",3241,850,128,36,60,-96
"42","2",2013,NA,5,"Canada",3241,850,128,36,60,-96
"3000","1",2013,244,1,"United States",509,216,63,4,39.83,-98.58
"42","2",2013,NA,2,"Canada",3241,850,128,36,60,-96
"42","2",2013,NA,4,"Canada",3241,850,128,36,60,-96
"42","1",2013,426,4,"Canada",3241,850,128,36,60,-96
"3000","1",2013,1254,7,"United States",509,216,63,4,39.83,-98.58
"22","2",2013,NA,3,"Canada",9235,6148,1355,8862,60,-96
"3000","1",2013,5041,2,"United States",509,216,63,4,39.83,-98.58
"22","2",2013,NA,3,"Canada",9235,6148,1355,8862,60,-96
"42","2",2013,NA,1,"Canada",3241,850,128,36,60,-96
"3075","1",2013,1133,10,"India",57,19,65,0,20,77
"2264","1",2013,6245,4,"Pakistan",26,11,0,0,30,70
"270","1",2013,1056,-2,"United Kingdom",1295,1036,406,72,54,-4
"270","1",2013,84794,0,"United Kingdom",1295,1036,406,72,54,-4
"2199","1",2013,438,2,"Bangladesh",214,93,61,7,24,90
"2199","2",2013,NA,4,"Bangladesh",214,93,61,7,24,90
"3079","1",2013,1355,2,"United States",113,6,0,0,39.83,-98.58
"22","2",2013,NA,2,"Canada",9235,6148,1355,8862,60,-96
"2199","2",2013,NA,1,"Bangladesh",214,93,61,7,24,90
"22","2",2013,NA,3,"Canada",9235,6148,1355,8862,60,-96
"532","1",2013,7845,5,"India",3890,2202,789,131,20,77
"3028","1",2013,3925,4,"India",146,77,28,4,20,77
"42","2",2013,NA,1,"Canada",3241,850,128,36,60,-96
"380","1",2013,1230,2,"India",1460,589,321,3,20,77
"42","2",2013,NA,4,"Canada",3241,850,128,36,60,-96
"2862","2",2013,NA,-3,"Austria",64,162,33,6,47.33,13.33
"532","2",2013,NA,5,"India",3890,2202,789,131,20,77
"371","2",2013,NA,1,"Malaysia",2478,1047,279,70,2.5,112.5
"371","2",2013,NA,1,"Malaysia",2478,1047,279,70,2.5,112.5
"90","2",2013,NA,4,"United States",4960,2089,885,61,39.83,-98.58
"217","1",2013,606,5,"United States",692,163,61,6,39.83,-98.58
"90","2",2013,NA,1,"United States",4960,2089,885,61,39.83,-98.58
"3119","2",2013,NA,0,"United Kingdom",137,42,10,0,54,-4
"3119","2",2013,NA,1,"United Kingdom",137,42,10,0,54,-4
"3119","2",2013,NA,3,"United Kingdom",137,42,10,0,54,-4
"2469","1",2013,191976,9,"United States",993,453,122,46,39.83,-98.58
"2958","1",2013,1956,5,"Indonesia",128,14,0,0,-5,120
"532","2",2013,NA,4,"India",3890,2202,789,131,20,77
"2469","1",2013,915,19,"United States",993,453,122,46,39.83,-98.58
"22","2",2013,NA,4,"Canada",9235,6148,1355,8862,60,-96
"22","2",2013,NA,4,"Canada",9235,6148,1355,8862,60,-96
"22","2",2013,NA,1,"Canada",9235,6148,1355,8862,60,-96
"181","2",2013,NA,3,"Syria",1787,474,90,10,35,38
"2381","1",2013,63516,5,"India",1038,733,33,16,20,77
"3157","2",2013,NA,3,"Sri Lanka",131,11,0,0,7,81
"90","2",2013,NA,2,"United States",4960,2089,885,61,39.83,-98.58
"3167","1",2013,168,2,"Pakistan",111,1,0,0,30,70
"22","2",2013,NA,6,"Canada",9235,6148,1355,8862,60,-96
"3173","2",2013,NA,0,"India",116,1,0,0,20,77
"3173","1",2013,163,3,"India",116,1,0,0,20,77
"3176","2",2013,NA,4,"Indonesia",41,1,0,0,-5,120
"22","2",2013,NA,1,"Canada",9235,6148,1355,8862,60,-96
"18","2",2013,NA,2,"United States",12112,2419,1330,116,39.83,-98.58
"2381","1",2013,180,3,"India",1038,733,33,16,20,77
"2381","1",2013,216,-1,"India",1038,733,33,16,20,77
"90","2",2013,NA,4,"United States",4960,2089,885,61,39.83,-98.58
"3119","2",2013,NA,0,"United Kingdom",137,42,10,0,54,-4
"18","2",2013,NA,2,"United States",12112,2419,1330,116,39.83,-98.58
"3119","2",2013,NA,1,"United Kingdom",137,42,10,0,54,-4
"3119","2",2013,NA,1,"United Kingdom",137,42,10,0,54,-4
"2381","2",2013,NA,5,"India",1038,733,33,16,20,77
"3119","2",2013,NA,2,"United Kingdom",137,42,10,0,54,-4
"3208","1",2013,375,4,"United Kingdom",214,51,46,7,54,-4
"3209","1",2013,3059,7,"United States",138,11,3,0,39.83,-98.58
"3119","2",2013,NA,1,"United Kingdom",137,42,10,0,54,-4
"90","2",2013,NA,2,"United States",4960,2089,885,61,39.83,-98.58
"90","2",2013,NA,3,"United States",4960,2089,885,61,39.83,-98.58
"15963","2",2013,NA,-2,"Indonesia",252,170,96,8,-5,120
"868","2",2013,NA,2,"India",1408,829,195,15,20,77
"3229","1",2013,220,2,"Canada",113,6,1,0,60,-96
"3237","2",2013,NA,6,"Sri Lanka",922,155,14,22,7,81
"3237","2",2013,NA,1,"Sri Lanka",922,155,14,22,7,81
"3237","2",2013,NA,2,"Sri Lanka",922,155,14,22,7,81
"532","1",2013,2698,3,"India",3890,2202,789,131,20,77
"3237","2",2013,NA,3,"Sri Lanka",922,155,14,22,7,81
"3237","2",2013,NA,4,"Sri Lanka",922,155,14,22,7,81
"3237","2",2013,NA,2,"Sri Lanka",922,155,14,22,7,81
"3237","2",2013,NA,2,"Sri Lanka",922,155,14,22,7,81
"532","2",2013,NA,4,"India",3890,2202,789,131,20,77
"58","2",2013,NA,0,"Pakistan",3307,1346,207,115,30,70
"58","2",2013,NA,-3,"Pakistan",3307,1346,207,115,30,70
"3237","2",2013,NA,1,"Sri Lanka",922,155,14,22,7,81
"3237","2",2013,NA,3,"Sri Lanka",922,155,14,22,7,81
"18","2",2013,NA,4,"United States",12112,2419,1330,116,39.83,-98.58
"3237","2",2013,NA,-2,"Sri Lanka",922,155,14,22,7,81
"3237","2",2013,NA,5,"Sri Lanka",922,155,14,22,7,81
"3237","2",2013,NA,3,"Sri Lanka",922,155,14,22,7,81
"22","2",2013,NA,5,"Canada",9235,6148,1355,8862,60,-96
"3237","2",2013,NA,2,"Sri Lanka",922,155,14,22,7,81
"3237","2",2013,NA,2,"Sri Lanka",922,155,14,22,7,81
"3237","2",2013,NA,3,"Sri Lanka",922,155,14,22,7,81
"3237","2",2013,NA,4,"Sri Lanka",922,155,14,22,7,81
"3237","2",2013,NA,0,"Sri Lanka",922,155,14,22,7,81
"3237","2",2013,NA,1,"Sri Lanka",922,155,14,22,7,81
"532","2",2013,NA,3,"India",3890,2202,789,131,20,77
"532","1",2013,1651,4,"India",3890,2202,789,131,20,77
"22","2",2013,NA,1,"Canada",9235,6148,1355,8862,60,-96
"270","1",2013,153,1,"United Kingdom",1295,1036,406,72,54,-4
"90","2",2013,NA,2,"United States",4960,2089,885,61,39.83,-98.58
"3296","1",2013,671,1,"United Arab Emirates",118,12,16,0,24,54
"58","2",2013,NA,7,"Pakistan",3307,1346,207,115,30,70
"58","2",2013,NA,-2,"Pakistan",3307,1346,207,115,30,70
"58","2",2013,NA,1,"Pakistan",3307,1346,207,115,30,70
"3304","1",2013,786,3,"Indonesia",18,7,0,0,-5,120
"58","2",2013,NA,-2,"Pakistan",3307,1346,207,115,30,70
"90","2",2013,NA,1,"United States",4960,2089,885,61,39.83,-98.58
"3312","1",2013,664,1,"Pakistan",109,5,0,0,30,70
"3324","2",2013,NA,0,"United States",1,0,0,0,39.83,-98.58
"53","2",2013,NA,0,"Bangladesh",625,174,32,0,24,90
"868","1",2013,933,1,"India",1408,829,195,15,20,77
"58","2",2013,NA,2,"Pakistan",3307,1346,207,115,30,70
"3208","1",2013,3564,5,"United Kingdom",214,51,46,7,54,-4
"22","2",2013,NA,8,"Canada",9235,6148,1355,8862,60,-96
"58","2",2013,NA,2,"Pakistan",3307,1346,207,115,30,70
"90","2",2013,NA,2,"United States",4960,2089,885,61,39.83,-98.58
"3338","1",2013,2647,5,"Pakistan",246,66,5,8,30,70
"58","2",2013,NA,2,"Pakistan",3307,1346,207,115,30,70
"58","2",2013,NA,-1,"Pakistan",3307,1346,207,115,30,70
"90","2",2013,NA,5,"United States",4960,2089,885,61,39.83,-98.58
"90","2",2013,NA,2,"United States",4960,2089,885,61,39.83,-98.58
"22","2",2013,NA,6,"Canada",9235,6148,1355,8862,60,-96
"58","2",2013,NA,0,"Pakistan",3307,1346,207,115,30,70
"2503","1",2013,850,2,"India",325,67,13,0,20,77
"58","2",2013,NA,0,"Pakistan",3307,1346,207,115,30,70
"58","2",2013,NA,0,"Pakistan",3307,1346,207,115,30,70
"58","2",2013,NA,2,"Pakistan",3307,1346,207,115,30,70
"58","2",2013,NA,-1,"Pakistan",3307,1346,207,115,30,70
"523","1",2013,12428,4,"Morocco",187,68,29,1,32,-5
"58","2",2013,NA,4,"Pakistan",3307,1346,207,115,30,70
"523","1",2013,173,0,"Morocco",187,68,29,1,32,-5
"3371","1",2013,322,2,"India",14,1,0,0,20,77
"523","1",2013,415,1,"Morocco",187,68,29,1,32,-5
"523","1",2013,2247,0,"Morocco",187,68,29,1,32,-5
"58","2",2013,NA,3,"Pakistan",3307,1346,207,115,30,70
"3382","1",2013,21877,0,"United States",101,35,0,0,39.83,-98.58
"3392","2",2013,NA,1,"Pakistan",19,8,1,0,30,70
"22","2",2013,NA,4,"Canada",9235,6148,1355,8862,60,-96
"122","1",2013,67613,2,"Bangladesh",400,719,9,0,24,90
"532","1",2013,675,3,"India",3890,2202,789,131,20,77
"532","2",2013,NA,3,"India",3890,2202,789,131,20,77
"3237","2",2013,NA,3,"Sri Lanka",922,155,14,22,7,81
"532","1",2013,3097,7,"India",3890,2202,789,131,20,77
"58","2",2013,NA,2,"Pakistan",3307,1346,207,115,30,70
"3424","2",2013,NA,2,"South Africa",247,104,19,4,-30,26
"3310","2",2013,NA,3,"United States",268,64,11,1,39.83,-98.58
"3424","2",2013,NA,0,"South Africa",247,104,19,4,-30,26
"58","2",2013,NA,1,"Pakistan",3307,1346,207,115,30,70
"3221","1",2013,457,2,"Indonesia",162,18,3,0,-5,120
"3221","1",2013,3383,5,"Indonesia",162,18,3,0,-5,120
"3221","1",2013,2632,3,"Indonesia",162,18,3,0,-5,120
"3466","2",2013,NA,3,"Turkey",773,275,1604,57,39.06,34.91
"3466","2",2013,NA,0,"Turkey",773,275,1604,57,39.06,34.91
"58","2",2013,NA,14,"Pakistan",3307,1346,207,115,30,70
"58","2",2013,NA,4,"Pakistan",3307,1346,207,115,30,70
"3424","1",2013,8473,9,"South Africa",247,104,19,4,-30,26
"3424","2",2013,NA,2,"South Africa",247,104,19,4,-30,26
"494","1",2013,252,1,"United Kingdom",594,197,31,3,54,-4
"181","2",2013,NA,3,"Syria",1787,474,90,10,35,38
"874","2",2013,NA,4,"Bangladesh",438,83,134,20,24,90
"874","2",2013,NA,1,"Bangladesh",438,83,134,20,24,90
"3221","1",2013,551,1,"Indonesia",162,18,3,0,-5,120
"3501","2",2013,NA,2,"Algeria",21,12,0,0,28,3
"3466","2",2013,NA,1,"Turkey",773,275,1604,57,39.06,34.91
"614","2",2013,NA,1,"France",167,153,40,61,46,2
"58","2",2013,NA,1,"Pakistan",3307,1346,207,115,30,70
"3511","1",2013,550,4,"Pakistan",121,17,5,0,30,70
"58","2",2013,NA,-2,"Pakistan",3307,1346,207,115,30,70
"614","2",2013,NA,1,"France",167,153,40,61,46,2
"3051","2",2013,NA,1,"Pakistan",537,433,4,2,30,70
"2114","2",2013,NA,1,"Sri Lanka",352,82,1,1,7,81
"2114","2",2013,NA,1,"Sri Lanka",352,82,1,1,7,81
"2871","2",2013,NA,1,"United States",771,383,141,1,39.83,-98.58
"3554","1",2013,162,2,"India",244,196,141,0,20,77
"2114","2",2013,NA,3,"Sri Lanka",352,82,1,1,7,81
"3464","2",2013,NA,-2,"Belgium",99,4,0,0,50.83,4
"3562","2",2013,NA,0,"Pakistan",1,1,0,0,30,70
